"","Protein","Gene","Protein_Description","aNoGlu_PISA_1","aNoGlu_PISA_2","aNoGlu_PISA_3","aNoGlu_PISA_4","aNoGlu_PISA_5","bGlu_PISA_1","bGlu_PISA_2","bGlu_PISA_3","bGlu_PISA_4","bGlu_PISA_5","cNoGlu_PROT_1","cNoGlu_PROT_2","cNoGlu_PROT_3","dGlu_PROT_1","dGlu_PROT_2","dGlu_PROT_3","log_PISA","log_PROT","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"63","sp|O00423|EMAL1_HUMAN","EML1","Echinoderm microtubule-associated protein-like 1",383999.015437586,424020.373230189,395640.974250712,389163.962309009,385216.863360484,406274.050928096,420803.014290035,414754.420004114,441530.022928151,427422.475538876,346604.487453209,337605.302779289,360728.192002191,332781.3914,331737.941488715,311705.011863892,-0.0937064742034258,0.0981326852013727,1.10130582839897,0.836802770439661,"not significant","not significant",0,0,"0"
"64","sp|O00425|IF2B3_HUMAN","IGF2BP3","Insulin-like growth factor 2 mRNA-binding protein 3",420162.471691121,445366.849855252,439635.064506912,307922.799009291,299962.238655523,445510.297771452,450744.872837082,475980.767153732,372928.35175879,334231.981285326,1123088.62645598,1155618.51274659,1125553.13304402,1162077.246,1158892.09133904,1170551.14520766,-0.120290572713533,-0.036514093838387,0.220418776263623,0.92394179526109,"not significant","not significant",0,0,"0"
"65","sp|O00442|RTCA_HUMAN","RTCA","RNA 3'-terminal phosphate cyclase",313237.945538926,327522.654310973,300863.968168721,293930.927737403,265398.245886029,299247.493999437,336960.780631615,336910.09396458,295846.98958735,300610.921695263,316884.754211147,323496.398691047,292096.222188005,303520.7324,308136.392125403,322074.075683937,-0.0644956294187089,-0.0019385695443065,0.289447277809425,0.00854255939470358,"not significant","not significant",0,0,"0"
"66","sp|O00443|P3C2A_HUMAN","PIK3C2A","Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha",50766.4435638596,60019.0709740033,53653.827698816,42622.5027933123,48226.9709527059,50084.6047550824,53277.0302199772,53834.6536515611,41358.5954871386,35433.3093282025,221450.43172969,212046.24195815,231385.406370982,250623.7622,273856.54915585,269889.85607672,0.125694599458098,-0.256712948879439,0.26980636888275,1.48795168476808,"not significant","not significant",0,0,"0"
"67","sp|O00461|GOLI4_HUMAN","GOLIM4","Golgi integral membrane protein 4",565421.467883159,557322.687029559,570871.542935755,540727.608481446,559407.070989126,548005.753794089,567711.51267743,566652.293046543,485391.91775703,566783.188465654,480965.535141348,468731.841980982,469946.010807664,442865.2334,442693.27941165,449062.048728066,0.0309024940368972,0.0890989369323942,0.19244408718418,1.7936153237184,"not significant","not significant",0,0,"0"
"68","sp|O00462|MANBA_HUMAN","MANBA","Beta-mannosidase",116074.643170585,134609.150781158,120327.579052167,128738.185115151,138230.020588653,117721.569156196,124966.332360977,133660.970944273,123387.911509781,122590.961926992,88457.7735940603,99387.6844657045,88167.7388310084,98884.6897,97673.4147635081,99808.560772644,0.0358356761794805,-0.102645937590004,0.16971662755436,0.62850331491123,"not significant","not significant",0,0,"0"
"69","sp|O00468|AGRIN_HUMAN","AGRN","Agrin",13218.0067975185,19031.5525772518,18168.3173582838,14261.0275148044,14868.4848650152,26944.7491859901,25810.8051234607,21023.8266454076,27344.8378277543,22948.2946444023,19239.736073701,21056.2728388089,25098.5666193735,22746.1553,18459.1624245843,17197.2044014227,-0.641297056835053,0.163140295836562,2.13848447192095,0.300362074196215,"significant","not significant",1,0,"1"
"70","sp|O00471|EXOC5_HUMAN","EXOC5","Exocyst complex component 5",334546.521224373,379975.05995773,333802.497468169,289186.87558582,294754.49476856,341697.687076754,359907.960776436,377621.992840524,330050.615562296,323043.433801207,504501.007999558,520863.385666703,496173.030580057,504698.45,503272.445518042,501021.119848725,-0.0858311653860846,0.0119446472481515,0.313308198553847,0.158194215856722,"not significant","not significant",0,0,"0"
"71","sp|O00483|NDUA4_HUMAN","NDUFA4","Cytochrome c oxidase subunit NDUFA4",126963.094351889,138471.270159642,134412.677229242,113870.002548532,118310.776702122,145287.176829243,146579.890519508,132831.357347901,122141.468227111,131002.503041794,200035.210298748,211101.693631406,228355.215386146,194698.1064,196665.548416263,201033.156497479,-0.100961808428684,0.110362705311242,0.459141166898912,0.646219483059402,"not significant","not significant",0,0,"0"
"72","sp|O00487|PSDE_HUMAN","PSMD14","26S proteasome non-ATPase regulatory subunit 14",1349496.18526565,1471762.22624132,1277588.76922313,961838.275737266,929863.38758302,1443192.56956127,1647748.805547,1412181.99872991,1025742.28318692,1127489.50671505,2864299.62141916,2855284.61824063,2935456.55995733,2720835.356,2802333.82917298,2725977.3988846,-0.152044227169211,0.0692957474528777,0.24422740703747,1.24139050900306,"not significant","not significant",0,0,"0"
"73","sp|O00488|ZN593_HUMAN","ZNF593","Zinc finger protein 593",70762.2898965554,70670.5493858217,78125.482787812,76732.4202328983,74908.9171010776,47737.2108358761,60413.2581726621,46446.964021307,57081.953615749,59169.5792713812,70535.617167181,76448.9934458412,70656.9556324993,95500.7427,96958.2443973528,89615.1538091438,0.454706804007653,-0.374120297367567,2.36344406639087,1.90558454861963,"not significant","not significant",0,0,"0"
"74","sp|O00506|STK25_HUMAN","STK25","Serine/threonine-protein kinase 25",26822.6105074131,31301.4208998704,25678.3391885687,19899.1871637576,18910.4922641511,23389.2003734946,23024.9135755251,19571.8626808583,13341.4465733361,20425.520196667,42766.9078824946,48882.1919965373,47818.4994783516,62866.1456,66414.7161184478,67056.1956372591,0.297669454139687,-0.493402498975789,0.530262357000711,2.04131776549731,"not significant","not significant",0,0,"0"
"75","sp|O00512|BCL9_HUMAN","BCL9","B-cell CLL/lymphoma 9 protein",56666.5510843975,55957.9462276721,56790.8806001036,64841.1661473479,62579.618815339,47560.2677318111,50252.1262150586,55170.1363577042,59797.1855056914,52676.7248138629,39409.5294291231,33694.6252345853,28586.8547177396,38918.0498,40093.5608080734,39472.6743256779,0.161191717717306,-0.220503586621765,0.850641161133267,0.617552425784009,"not significant","not significant",0,0,"0"
"76","sp|O00541|PESC_HUMAN","PES1","Pescadillo homolog",454854.717618944,482461.316581069,482749.502230617,354603.476842468,317827.105654899,375276.281340558,401729.735071469,382154.874279133,293060.977014841,280858.060295808,1154870.8321806,1159343.43578876,1123323.43368171,1260911.866,1290447.01658986,1263408.44327929,0.271886755170486,-0.150219528873439,0.586409682570706,2.07482056968571,"not significant","not significant",0,0,"0"
"77","sp|O00559|RCAS1_HUMAN","EBAG9","Receptor-binding cancer antigen expressed on SiSo cells",79407.8782140491,77437.787874559,88656.8211993273,93318.4714496755,92545.1119486626,89296.1596348651,92011.5811165073,88009.6197003696,93712.1024412331,90709.3912035817,64245.021231593,57434.1980795944,53463.2457121513,51783.351,51744.7315393927,41544.656632856,-0.0729494992869683,0.271752475903478,0.41398115017188,0.758487688512063,"not significant","not significant",0,0,"0"
"78","sp|O00560|SDCB1_HUMAN","SDCBP","Syntenin-1",668033.974639807,712874.335455412,724472.000051185,767558.06705288,768145.261312637,918603.635017282,865098.304951539,836555.189152562,889496.0431802,813330.332178512,758263.318893673,768014.211776044,787750.565669148,777695.9878,786721.564822302,784599.21297509,-0.247692822547531,-0.0216506289227051,2.07827238309863,0.424685187228613,"not significant","not significant",0,0,"0"
"79","sp|O00566|MPP10_HUMAN","MPHOSPH10","U3 small nucleolar ribonucleoprotein protein MPP10",342110.861455035,296541.779713995,340911.898285216,309225.485234782,317450.308340103,234547.673645738,263226.946614461,216465.069500082,223622.259073539,232335.088799002,490619.517948553,486040.148641248,472446.644729048,538429.1211,524041.032827267,534034.291763018,0.456936300564663,-0.139753130556132,2.68909546165306,1.89099662019466,"not significant","not significant",0,0,"0"
"80","sp|O00567|NOP56_HUMAN","NOP56","Nucleolar protein 56",554758.623540114,589876.786677789,610770.021679338,492765.913143996,489665.263460861,605363.755588718,621011.569376521,550394.824705636,529577.74455448,499468.344814776,2319956.55553328,2323747.61183123,2359182.80843273,2514187.412,2442714.77231142,2498916.99266883,-0.0353841753220604,-0.0904170682462859,0.0981875801003626,1.72814550690141,"not significant","not significant",0,0,"0"
"81","sp|O00584|RNT2_HUMAN","RNASET2","Ribonuclease T2",403260.023959055,324870.178054054,381779.687325642,450995.24537442,433658.811219405,365730.738193896,360939.90731132,341851.287106503,414747.988858462,435856.611715915,184154.16754387,193818.711508953,178498.010679914,163015.2271,159055.342945472,168972.57497614,0.0556235416806058,0.180456427772038,0.138031889170056,1.34179797144844,"not significant","not significant",0,0,"0"
"82","sp|O00592|PODXL_HUMAN","PODXL","Podocalyxin",217130.730257803,211893.459892737,203582.040337124,218814.276542627,231619.978575912,214672.103697352,218392.299917448,192838.456996532,214943.414811088,231617.208581969,118175.165921781,108485.920035516,108057.317274567,94335.4087,98332.0269801722,96375.9414767643,0.0141586473039782,0.211661858061964,0.0631556145558583,1.39981994716708,"not significant","not significant",0,0,"0"
"83","sp|O00625|PIR_HUMAN","PIR","Pirin",621922.205209705,599477.504151373,596390.266597791,676360.773925926,641384.918031885,612979.108564189,541554.550278773,639072.532693893,651034.281287021,625665.761747167,447863.961149487,459803.412236811,406897.550498153,444066.9937,453358.925413912,462699.524404195,0.0303293726621353,-0.0491543207673362,0.139490340148462,0.274951532595796,"not significant","not significant",0,0,"0"
"84","sp|O00628|PEX7_HUMAN","PEX7","Peroxisomal targeting signal 2 receptor",85179.6630361365,78979.3633470276,78806.5742832236,84049.1769514819,81145.1922743102,92625.5470058709,86382.4313878947,95719.0730493668,85486.4828699072,83929.7712047101,77208.2886724034,66439.5471655023,67868.7283537074,82245.3486,86421.9537009706,78474.0216640327,-0.121890548316846,-0.224565613281737,1.08128911260405,1.01130050165335,"not significant","not significant",0,0,"0"
"85","sp|O00743|PPP6_HUMAN","PPP6C","Serine/threonine-protein phosphatase 6 catalytic subunit",973001.018843515,939837.745904267,967981.383579506,906990.245131161,888207.274519461,827790.62104878,765456.229981253,775866.264810471,720207.948134096,746703.592738177,1100891.92476594,1117407.9476943,1024271.83722712,1163833.411,1203494.15400451,1201097.87571273,0.28566838743554,-0.138149148759891,2.58755756479884,1.17324169224692,"not significant","not significant",0,0,"0"
"86","sp|O00746|NDKM_HUMAN","NME4","Nucleoside diphosphate kinase, mitochondrial",88509.4232195366,100352.864531397,86404.7069524837,93228.6978577895,95702.4708986357,76208.4456204881,81123.0396679221,73921.9800705106,91227.4916468657,79995.0886783573,89351.2022289188,87452.1253719373,92409.4231167575,103479.4785,103122.078614838,100646.203244903,0.205837894489463,-0.190655752409285,1.27101730916712,1.93912037093773,"not significant","not significant",0,0,"0"
"87","sp|O00754|MA2B1_HUMAN","MAN2B1","Lysosomal alpha-mannosidase",255652.452864076,204565.772203477,201609.176114896,200243.160631321,206658.703374825,321681.511596819,269233.801884235,331331.888956062,246123.618628455,270365.376272415,152358.452868911,165481.531547187,155065.725649819,164609.8988,158583.109898348,159713.483216987,-0.428905657771868,-0.0301912967797375,1.53975653810327,0.225111834033733,"not significant","not significant",0,0,"0"
"88","sp|O00764|PDXK_HUMAN","PDXK","Pyridoxal kinase",426449.973261489,452366.622986146,410062.270480066,419241.847818348,428824.350148767,558258.964458741,518681.838136502,576600.905969768,635002.41512434,502507.09256028,466022.899883238,458240.472963601,467780.513557212,415988.9883,401304.209074401,406946.350957384,-0.38525877780507,0.185318815749428,2.14419122462804,2.29314264105885,"not significant","not significant",0,0,"0"
"89","sp|O00767|SCD_HUMAN","SCD","Stearoyl-CoA desaturase",76343.1929043132,115134.611533157,95628.7268735209,73730.0849760681,89134.146674877,97083.8425392896,112957.255666863,104786.981141834,94551.0755559929,89121.0600894258,104611.581215862,107687.328789497,114379.90719101,173837.5547,170981.887640206,184104.542470179,-0.147762862054442,-0.695187488650391,0.349652116770485,2.52347725148889,"not significant","significant",0,2,"2"
"90","sp|O14495|PLPP3_HUMAN","PLPP3","Phospholipid phosphatase 3",51159.9579290286,54475.2486994923,51547.273521631,53073.7280558342,56079.194135574,55591.0062346991,54350.2621170741,55411.0318878927,52444.6690656005,60847.7757134936,37228.1598283695,38950.2298056395,35316.8160133207,42808.3022,33467.868072144,37791.7645750336,-0.0651827358306049,-0.0329116239085927,0.489579102416296,0.0744958080718994,"not significant","not significant",0,0,"0"
"91","sp|O14497|ARI1A_HUMAN","ARID1A","AT-rich interactive domain-containing protein 1A",394092.572932333,433304.045370916,390345.042777388,360202.411267692,352989.372864736,371435.278403525,383800.994286346,385671.467067699,355656.967951749,346274.555767922,444012.542614314,456981.38300274,454139.709290511,470363.2911,445844.208095496,478482.811105692,0.0673681974025192,-0.0415096802437988,0.330699177817421,0.410556793664043,"not significant","not significant",0,0,"0"
"92","sp|O14519|CDKA1_HUMAN","CDK2AP1","Cyclin-dependent kinase 2-associated protein 1",258090.990533678,261750.319730062,285102.734460684,296176.93250898,294384.771090093,229531.983556249,160226.005326282,224345.363107618,224872.797522575,196874.464174207,127186.261969994,115883.640184169,79661.068737024,169985.2451,153093.626099128,185094.238978261,0.429972108915341,-0.654988004891414,1.89491278123686,1.22051318039109,"not significant","not significant",0,0,"0"
"93","sp|O14530|TXND9_HUMAN","TXNDC9","Thioredoxin domain-containing protein 9",150419.890600717,167789.400751155,167103.838051567,189366.542372219,184641.234684333,178127.783427031,195731.884300221,175933.690862665,208826.335309971,189029.424261719,136525.460188995,146210.893731739,163454.549441991,161828.9349,157727.511350603,165315.32646026,-0.141155982884315,-0.119942167067526,0.690024610851067,0.53961196907653,"not significant","not significant",0,0,"0"
"94","sp|O14531|DPYL4_HUMAN","DPYSL4","Dihydropyrimidinase-related protein 4",395452.068245636,420686.60863197,420710.657032788,409226.274109494,422004.730423087,438517.395600944,494951.831823961,426674.406806916,496924.571975918,491676.780913263,536373.834175477,534766.436228439,531019.070979198,513235.7715,513894.407665704,509585.557450474,-0.183597851609119,0.0601673185022953,1.41006320102727,2.26646843859264,"not significant","not significant",0,0,"0"
"95","sp|O14545|TRAD1_HUMAN","TRAFD1","TRAF-type zinc finger domain-containing protein 1",99658.8931659021,103495.838194597,93946.2889291782,87721.4539065879,88432.5065330953,71836.335417049,81850.5398396708,68832.2673855056,62049.8875356434,67206.2210520895,99341.4913117894,112377.244729664,102127.044433895,137362.6001,138640.19401246,143009.447079631,0.42796370240292,-0.416936579390577,2.15317554322976,2.02344222990149,"not significant","not significant",0,0,"0"
"96","sp|O14548|COX7R_HUMAN","COX7A2L","Cytochrome c oxidase subunit 7A-related protein, mitochondrial",120079.857880134,128841.590068091,123718.169765324,121652.443017326,125962.70233709,138708.453075628,143896.344832236,143722.413918132,145387.367780517,130155.295676469,126300.866242767,131936.537134774,130734.866737794,140530.3477,135128.672735184,141419.33153138,-0.178342674763171,-0.100651123574845,2.05894645301917,1.21134556561565,"not significant","not significant",0,0,"0"
"97","sp|O14561|ACPM_HUMAN","NDUFAB1","Acyl carrier protein, mitochondrial",732296.691722656,687585.599786915,652341.926381109,693798.010776559,722075.558880458,637924.089430276,543891.602320023,692432.664031246,573781.103896634,632120.306906592,465299.768638031,437937.865648202,415700.346987299,467142.5391,399780.193759848,521332.969717733,0.179439985107086,-0.0738965939527942,1.08255366882993,0.17183511012993,"not significant","not significant",0,0,"0"
"98","sp|O14562|UBFD1_HUMAN","UBFD1","Ubiquitin domain-containing protein UBFD1",1507002.30805097,1518533.6786442,1478594.86405788,1636900.70950482,1650321.86746148,1524851.82530049,1477356.39192567,1512125.56482238,1679229.91721661,1634620.78900617,963549.138286961,998807.982782701,970722.084047718,913616.0023,900103.581654635,907858.983493447,-0.00680379754865298,0.107972345407801,0.0285666081597882,1.74951005430367,"not significant","not significant",0,0,"0"
"99","sp|O14578|CTRO_HUMAN","CIT","Citron Rho-interacting kinase",175367.198147754,193342.316184828,187999.484790455,157862.185036799,167136.544367868,198043.499985908,210220.155722967,202550.155259332,188391.884692976,187017.782726352,289978.838583013,279297.336804687,290632.566574008,273742.0889,270447.869989315,269659.926690687,-0.161614092984027,0.079420847283975,1.04319727395381,1.30676808112848,"not significant","not significant",0,0,"0"
