"","Protein","Gene","Protein_Description","aLOG_PISA_1","aLOG_PISA_2","aLOG_PISA_3","aLOG_PISA_4","bSTAT_PISA_1","bSTAT_PISA_2","bSTAT_PISA_3","bSTAT_PISA_4","cLOG_PROT_1","cLOG_PROT_2","cLOG_PROT_3","cLOG_PROT_4","dSTAT_PROT_1","dSTAT_PROT_2","dSTAT_PROT_3","dSTAT_PROT_4","log_prot","log_PISA","log_adj_p_PISA","log_adj_p_PROT","significant_PISA","significant_PROT","sig_PISA","sig_PROT","sig_all"
"64","sp|P04805|SYE_ECOLI","gltX","Glutamate--tRNA ligase",6306650.34080244,6334558.68908125,5976630.11745149,6400508.13703964,5549033.68751301,6081226.25488756,5578015.39972446,5986089.10163338,6736060.0039661,6905899.555,6382685.17183727,6864217.65256378,10745740.9882765,10915328.1300438,10569244.8075036,10962990.278242,0.683798965322887,-0.109212173030881,1.31605375013048,6.17146690228601,"not significant","not significant",0,0,"0"
"65","sp|P04816|LIVK_ECOLI","livK","Leucine-specific-binding protein",1976693.56053747,2084065.40742254,2266709.26865853,1964546.47187417,1718900.72449799,1492870.30387555,1734155.27798881,1519528.5993614,936525.763070652,895795.2427,953780.448571481,836824.613152114,1579384.60043312,1574943.9290723,1741841.06665408,1540945.42456716,0.829258882449316,-0.358970794714568,2.22299982416459,4.70640284946272,"not significant","not significant",0,0,"0"
"66","sp|P04825|AMPN_ECOLI","pepN","Aminopeptidase N",6758874.42652642,6098582.84481442,6045061.92201049,6767455.12027798,6387054.59527017,6860051.34584964,6794962.45337696,7660102.0542533,8680366.7131518,8854695.993,8962863.19501362,9112977.62956894,13936920.17525,14159343.657328,13815686.81715,15099715.3374565,0.678938119660997,0.109917162712601,0.666086282750013,5.26985849069582,"not significant","not significant",0,0,"0"
"67","sp|P04846|NLPA_ECOLI","nlpA","Lipoprotein 28",824759.219695414,893897.079303095,894693.809603661,875505.400611969,778914.572547102,755743.332378207,777012.987418531,775376.755529368,569799.418758297,564108.5654,574323.056800488,543311.107096354,1026930.94436477,1197229.96639004,1074184.08512528,1084475.30180117,0.960946042715316,-0.176526098830315,2.5698968072602,4.8604199765956,"not significant","not significant",0,0,"0"
"68","sp|P04951|KDSB_ECOLI","kdsB","3-deoxy-manno-octulosonate cytidylyltransferase",1783862.40309805,1428946.70619213,1455941.70709459,1817719.64836277,1110203.56275246,1251130.3511921,1158348.74661219,1446475.20067506,1767320.00973343,1797326.965,1735527.59644114,1880678.48602865,1862356.08526804,1802168.32733954,1884694.50906187,1971626.12716419,0.0667395327610874,-0.385303544728574,1.43705413411326,0.885783069126732,"not significant","not significant",0,0,"0"
"69","sp|P04968|ILVA_ECOLI","ilvA","L-threonine dehydratase biosynthetic IlvA",117601.029981575,123044.860116595,136004.258226008,124122.242842588,195722.21794356,191606.744355332,213791.054544296,185800.473311845,265515.176627238,282711.3672,271240.46274638,281158.566909543,195835.951614354,177650.156718481,187654.090510758,189280.21562643,-0.552552775136579,0.652062849211511,3.57894917038442,5.04240711555568,"not significant","not significant",0,0,"0"
"70","sp|P04982|RBSD_ECOLI","rbsD","D-ribose pyranase",1464494.79740287,1503820.13314954,1580548.89329802,1539672.01654522,1668752.02979923,1521845.84023227,1518123.74314281,1353477.61245567,935245.890001025,921905.2341,877161.884752232,951398.914928383,1560510.93349695,1668006.84578339,1662432.14144617,1594223.82558402,0.815201912737788,-0.00625406822080423,0.0286887516219851,5.81505114086561,"not significant","not significant",0,0,"0"
"71","sp|P04993|RECD_ECOLI","recD","RecBCD enzyme subunit RecD",178102.403875543,153683.007939515,173000.472491879,178840.913351307,271126.873224567,282965.728400007,300456.134106654,285299.742484725,429317.065133547,425970.1943,488087.50525907,438065.18868419,185887.411656863,190507.572083523,170312.196485317,170910.583595463,-1.31175634756531,0.73756120169975,4.08524934824303,5.2422660213972,"not significant","significant",0,2,"2"
"72","sp|P04994|EX7L_ECOLI","xseA","Exodeoxyribonuclease 7 large subunit",1290261.34876399,1271567.72526065,1288951.25503807,1273556.62020951,723390.790940682,735530.784316557,766190.819267696,799059.011605091,1456557.41546044,1438565.016,1404721.17674579,1466860.01451222,1918063.60468575,1780461.12299611,1890580.17350298,1842760.59324212,0.36597751374738,-0.760825430819315,5.07186107632021,4.54285969158822,"not significant","not significant",0,0,"0"
"73","sp|P04995|EX1_ECOLI","sbcB","Exodeoxyribonuclease I",149008.95400338,184874.346868109,159952.411705077,171319.314173987,253579.215871563,252666.864572759,270581.556065243,235069.124972102,981578.110070624,975990.3076,771543.294858996,946695.40273464,559224.717956193,435677.072772479,435221.235198893,402140.696498028,-1.00443389527914,0.60529957510379,3.21273389202548,3.4117115675642,"not significant","significant",0,2,"2"
"74","sp|P05020|PYRC_ECOLI","pyrC","Dihydroorotase",1623151.93519258,1527922.8859168,1615566.54247144,1695352.96544797,1910861.72234108,2082458.56549032,1890011.09134459,2106227.84757767,2724882.91041689,2990093.976,3000358.7928948,2836330.14201332,3654919.13007944,3617701.02492542,3706483.97323003,3506040.08136008,0.326473135553558,0.306136429290494,2.56293600270087,3.87179473128087,"not significant","not significant",0,0,"0"
"75","sp|P05041|PABB_ECOLI","pabB","Aminodeoxychorismate synthase component 1",983294.868877069,1226475.02245412,1211883.06759742,1023442.14537006,1286266.06325932,1149622.50109112,1070031.35193741,786094.742322132,1238007.9355602,1308399.464,1253870.50993837,1275530.55967904,596655.865525904,616722.097697981,603315.233569434,563287.239336323,-1.09268791710856,-0.050559282958636,0.0996697241974669,6.64328280917011,"not significant","significant",0,2,"2"
"76","sp|P05042|FUMC_ECOLI","fumC","Fumarate hydratase class II",9072850.78670347,9421117.83480635,9294294.04750034,9093846.98439513,8022650.5121823,7789500.53267624,7921210.77184901,8026033.13766219,5315995.92542461,5320875.96,5081500.49273591,5434476.69573602,9307538.8938296,9440598.76761192,9754490.83893714,9592140.51549534,0.84874091481481,-0.215737752078326,3.99199041647524,6.60823898239955,"not significant","not significant",0,0,"0"
"77","sp|P05055|PNP_ECOLI","pnp","Polyribonucleotide nucleotidyltransferase",44640707.1374561,44227243.8949659,43562174.0403822,44455358.0607015,34583586.6171771,38296596.4667952,36398891.5882762,34477656.6436763,25771763.5527508,25818510.81,25292607.756949,24993438.3203168,28220389.0216723,27192928.4620645,27411456.2434806,27253070.3941481,0.111705361660687,-0.29918614102461,3.36831570632077,3.10507254277707,"not significant","not significant",0,0,"0"
"78","sp|P05194|AROD_ECOLI","aroD","3-dehydroquinate dehydratase",1048428.6076053,1009806.5492007,993463.17108936,1019191.32116421,981541.082369533,903903.381513711,968516.673326489,931461.110142983,1219952.29888597,1200204.668,1175845.58425561,1186948.18171599,695377.858338414,669158.574044042,698096.398223905,670961.196718906,-0.807101930097336,-0.104889878869744,1.63232200636943,6.91436109716041,"not significant","not significant",0,0,"0"
"79","sp|P05458|PTRA_ECOLI","ptrA","Protease 3",3932111.31329088,3649013.72573576,3773473.48107872,3920133.16185383,3037291.77264192,2959802.0691873,3038121.97558671,3073760.85943267,3070429.99180015,3032419.951,3155848.46115967,2975311.55970043,4492921.57541565,4457785.79262059,4564231.90039273,4453639.6552245,0.554578959157532,-0.335070088890404,3.7588743384228,6.42363052623347,"not significant","not significant",0,0,"0"
"80","sp|P05459|PDXB_ECOLI","pdxB","Erythronate-4-phosphate dehydrogenase",4317660.68776829,3870051.45934137,3860049.35180383,4102551.90962418,2901974.62057674,3066695.95424284,3088158.07145193,3317271.23125903,5082916.29696588,4937408.706,4623913.53834401,4965809.10533271,3942677.98983242,3361205.81532726,3688451.82018476,3676280.11842545,-0.41886030848564,-0.384238577911537,2.86513100398206,3.52742343655248,"not significant","not significant",0,0,"0"
"81","sp|P05523|FPG_ECOLI","mutM","Formamidopyrimidine-DNA glycosylase",119239.642210922,104134.496274703,121314.49794479,117594.664080785,205880.02296001,220474.976155733,234301.579768937,237967.626939018,492052.157276042,509572.9609,523589.582565832,507835.887903657,249936.450288944,243415.90222979,235206.663257271,233146.41115291,-1.07997914915344,0.958940675889412,4.04352085923861,6.64706969195449,"not significant","significant",0,2,"2"
"82","sp|P05637|APAH_ECOLI","apaH","Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]",600149.14228495,523526.387357785,523437.77521903,586487.023574445,491771.713017719,449886.492419593,458959.123990298,585325.629509405,870643.135404033,915277.6953,893169.569304296,925331.36163696,478553.64421655,481205.998291568,493028.603797273,484233.496379944,-0.895927686081574,-0.169546873012544,0.746858202566691,6.5245431888608,"not significant","not significant",0,0,"0"
"83","sp|P05706|PTHA_ECOLI","srlB","PTS system glucitol/sorbitol-specific EIIA component",591283.409502185,536714.962724413,583832.319619954,519228.919565608,544522.538898569,511144.160158966,573308.468526143,653484.346360092,1017361.24800849,1014060.219,1116470.22451008,1004636.33353249,312869.456501886,299825.569438619,262092.750636688,280965.040674416,-1.84515702556679,0.0328602087534565,0.118095526763663,6.09396081189894,"not significant","significant",0,2,"2"
"84","sp|P05707|SRLD_ECOLI","srlD","Sorbitol-6-phosphate 2-dehydrogenase",1843129.1471595,1468631.46054161,1528843.92489814,1691297.43049357,1721053.26998287,1805561.32142584,1785226.94676464,1843431.23188976,2985738.72384978,2900324.182,2964022.02891856,2898267.01120632,1106959.52856906,1004079.6931775,1044685.80451757,980598.525925822,-1.50603744439998,0.131503628023598,0.79918743104712,7.25850080615754,"not significant","significant",0,2,"2"
"85","sp|P05719|T1SK_ECOLI","hsdS","Type-1 restriction enzyme EcoKI specificity protein",195073.266405411,203494.260897509,182259.246986419,210398.221027557,740041.241125913,691172.039229551,905359.238075165,917111.507840057,1963081.02914239,1944088.67,1801878.1670084,1942326.51797283,400288.944344207,314775.954842347,328674.493202988,319369.259627682,-2.48881835381612,2.03991424632755,3.69112612908838,6.72703437491942,"significant","significant",1,2,"3"
"86","sp|P05791|ILVD_ECOLI","ilvD","Dihydroxy-acid dehydratase",1408849.39718706,1308084.24519367,1442400.8339674,1337038.57008696,722604.505303128,676515.551135742,704949.767580318,722164.869691645,1045918.90255735,979358.7056,1006189.18698733,995578.443182525,1217212.54444784,1110168.11670105,1151341.79825253,1113398.32830818,0.189438911009918,-0.959598651518566,4.66556283567217,2.48081691825341,"not significant","not significant",0,0,"0"
"87","sp|P05793|ILVC_ECOLI","ilvC","Ketol-acid reductoisomerase (NADP(+))",1327453.13925282,1178840.34857385,1186053.84135408,1326184.00008824,1117252.2555028,1154873.45285182,1197686.25335028,1304191.42425001,1468314.09737908,1474924.647,1449852.15035739,1501051.12167342,1245597.48221419,1256015.15020115,1197733.04212055,1231453.32316701,-0.257460378818804,-0.072065632297681,0.420528478668347,4.86981745999103,"not significant","not significant",0,0,"0"
"88","sp|P05804|BGLR_ECOLI","uidA","Beta-glucuronidase",1755065.58569972,1640355.28697548,1696213.10087206,1845270.46237602,1437532.81530818,1472239.02030034,1507980.63857535,1741602.19525141,1223069.81308065,1171977.867,1256233.91543939,1173950.01902952,2840517.57257502,2762513.98639192,2793372.27559568,2967609.80639219,1.23580236885701,-0.171512805714756,1.13145502039927,6.51654482194169,"not significant","significant",0,2,"2"
"89","sp|P05852|TSAD_ECOLI","tsaD","tRNA N6-adenosine threonylcarbamoyltransferase",495318.414627119,628852.414325671,550513.5552368,582025.176650976,1350302.21047954,1119254.11404443,1271325.61792646,1371008.76156741,3308562.2744939,3209023.787,3299277.74840351,3301979.26623558,1519123.93581903,1322891.03945464,1361285.23462089,1244413.96272764,-1.26791758125265,1.17963623551712,3.77840321410557,6.38409212593909,"significant","significant",1,2,"3"
"90","sp|P06129|BTUB_ECOLI","btuB","Vitamin B12 transporter BtuB",178100.875277602,169727.187721543,168119.206931358,172138.506655458,302377.327697674,291266.865700714,284939.858888744,287788.217406799,198794.665407105,187573.446,207705.815346676,201560.347230416,306322.509305922,311416.519146599,313731.040520749,305033.70466741,0.636089312235884,0.76136799812883,4.94249383129212,5.88064160029582,"not significant","not significant",0,0,"0"
"91","sp|P06149|DLD_ECOLI","dld","Quinone-dependent D-lactate dehydrogenase",2096391.1677744,2002964.74139322,1850396.27853356,2141004.51024228,2690126.76784903,2801062.66438685,2973380.19922831,3194916.38071943,5126919.26083213,4949858.684,5093694.46366948,5115303.72034208,3812007.07927168,3563412.60946542,3642351.50284571,3707938.49145954,-0.462131336549449,0.527157647380111,2.91847830962166,5.63682599804994,"not significant","not significant",0,0,"0"
"92","sp|P06282|CDH_ECOLI","cdh","CDP-diacylglycerol pyrophosphatase",1989869.22674105,2005826.15363282,1904750.34664283,2006778.58764693,1296900.21872618,1290612.96899155,1291939.93905587,1319747.89332972,1477666.4146658,1491329.731,1272944.03966149,1476464.01239387,2052168.43212496,2117125.4048675,2012533.05359135,2122334.37393522,0.538221862172555,-0.604881415906255,4.9254134599947,4.24559987745511,"not significant","not significant",0,0,"0"
"93","sp|P06610|BTUE_ECOLI","btuE","Thioredoxin/glutathione peroxidase BtuE",303753.982245781,275715.689654441,280070.240879999,310252.718538231,564179.834234213,485995.804323185,610758.52454347,596837.973648868,799584.55073013,874454.7871,808326.074474075,864898.440337976,306945.973300946,312591.007182371,259184.42798113,315975.778552686,-1.48633728493603,0.948647084506867,3.44812144235792,5.84558997239945,"not significant","significant",0,2,"2"
"94","sp|P06612|TOP1_ECOLI","topA","DNA topoisomerase 1",3036524.77366722,3033486.96355688,3023192.10157595,3008777.61729682,6061832.31552778,5455188.31395744,6117878.7605028,5978433.61245312,9988109.02250488,10118248.2,10533692.2563805,9990967.78641559,3474423.73010529,3411046.82111806,3345018.56334125,3143759.08254961,-1.60312368931945,0.964358412011928,4.57263149037601,7.07545120145246,"not significant","significant",0,2,"2"
"95","sp|P06616|ERA_ECOLI","era","GTPase Era",1024632.18890632,996413.710631223,1020162.97043908,1026256.67752005,1322688.32526785,1259599.13350172,1080290.22726301,1119168.5408949,1905051.9927108,1931692.078,1979468.31430601,1983006.02715948,508373.990223858,530407.716159441,440438.897382887,431542.286814446,-2.02918079030107,0.233407440562385,1.49507187816626,7.10816378529239,"not significant","significant",0,2,"2"
"96","sp|P06709|BIRA_ECOLI","birA","Bifunctional ligase/repressor BirA",126779.627950102,133781.209774873,131017.009982416,137900.046526311,364131.049134256,317942.403460044,292140.956291562,408503.299901038,656643.917204262,658864.4609,677031.003047249,718398.186807523,139609.907699369,103941.645264164,96444.6549475076,96630.2620930784,-2.63432038883652,1.38486429266255,3.22828838089439,6.47589095131433,"significant","significant",1,2,"3"
"97","sp|P06710|DPO3X_ECOLI","dnaX","DNA polymerase III subunit tau",465978.309408898,480996.93002756,479198.37247974,490824.88777826,880809.264338364,816494.588024875,898080.802391017,935012.641741301,1594192.46834011,1598402.066,1543101.42855643,1587315.3727327,736787.371594859,690299.311138005,698653.355848097,707079.725844452,-1.15837299143795,0.880981339734941,4.320387616914,7.25850080615754,"not significant","significant",0,2,"2"
"98","sp|P06715|GSHR_ECOLI","gor","Glutathione reductase",9455950.63701057,8174035.82840635,7775370.01961992,9604246.38074446,5110082.9635858,6199345.99716349,5774355.61069186,6772441.55942827,3507434.79591141,3607185.171,3488645.86130661,3638232.07914219,6209917.08544743,6326059.89040131,6091857.92171217,6795392.34198599,0.836046282939018,-0.553384858567004,2.23039746297466,5.28247484757638,"not significant","not significant",0,0,"0"
"99","sp|P06720|AGAL_ECOLI","melA","Alpha-galactosidase",4783683.31524779,4550859.75463198,4444310.8831881,4944472.50628387,6627055.53761348,6896223.31689229,7206818.54972432,7704631.1846137,12997164.7984368,13156196.24,12707430.1257036,13084580.34601,13102930.0264218,12766969.2776091,12914986.7575768,13233690.4896801,0.00203171520976134,0.602817261214726,3.46900486075457,0.0415833200229419,"not significant","not significant",0,0,"0"
"100","sp|P06721|METC_ECOLI","metC","Cystathionine beta-lyase MetC",399740.560562974,338609.063174222,349728.132111977,335010.239889704,350153.604742903,364225.53208964,326011.882447914,381294.128454341,564410.719667812,532007.3672,545365.510960497,525304.572217056,726333.270856549,731416.81576249,714549.8994849,719990.65380221,0.416454680768733,-0.0014228776219325,0.00545310419719372,5.48677897578368,"not significant","not significant",0,0,"0"
"101","sp|P06846|EBGR_ECOLI","ebgR","HTH-type transcriptional regulator EbgR",377791.612171667,328121.875342624,334254.009691089,385108.471917532,239896.753813374,243228.909354596,234451.112851882,277915.841907749,273432.543488349,262761.3721,240721.585124246,273888.318985195,303580.807677303,261989.015290244,271755.680825135,268391.76496362,0.0734891866437969,-0.517758765418608,2.65294838837575,0.501667971008837,"not significant","not significant",0,0,"0"
